order_id,customer,state,city,order_date,total_units,revenue,product_name,category_name,brand_name,store_name,sales_rep
35,"Neville Mcclain",NY,"West Hempstead",2016-01-22,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
36,"Shantel Gregory",NY,"West Islip",2016-01-23,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
41,"Ingeborg Ellison",NY,Ithaca,2016-01-27,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
48,"Josephine Dale",NY,Baldwinsville,2016-01-30,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
61,"Mark Garrett",NY,Monroe,2016-02-06,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
67,"Lazaro Moran",TX,"Sugar Land",2016-02-09,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Rowlett Bikes","Kali Vargas"
69,"Ophelia Decker",NY,"New Windsor",2016-02-10,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
76,"Genoveva Baldwin",NY,"Port Washington",2016-02-16,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
89,"Calandra Stanton",TX,"Lake Jackson",2016-02-21,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Rowlett Bikes","Kali Vargas"
112,"Micki Rutledge",NY,"Richmond Hill",2016-03-08,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
113,"Theresia Barron",NY,"Forest Hills",2016-03-08,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
121,"Tomika Wilder",NY,"New Hyde Park",2016-03-14,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
130,"Marcelino Mcbride",NY,"Clifton Park",2016-03-19,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
135,"Alexandria Zamora",NY,Schenectady,2016-03-21,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
169,"Carie Kidd",NY,Monroe,2016-04-10,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
175,"Steve Bender",NY,Scarsdale,2016-04-13,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
184,"Brianna Moss",NY,Hempstead,2016-04-19,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
187,"Jeniffer Ratliff",NY,"Floral Park",2016-04-22,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
195,"Kasha Sullivan",NY,Scarsdale,2016-04-28,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
207,"Marget Hodge",NY,Woodhaven,2016-05-05,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
219,"Inez Snider",NY,Ronkonkoma,2016-05-12,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
223,"Veronique Fulton",NY,"Ballston Spa",2016-05-15,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
229,"Evelina Manning",NY,"Mount Vernon",2016-05-19,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
231,"Rosamaria Meyer",NY,Webster,2016-05-19,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
240,"Kanesha Vega",NY,Rome,2016-05-27,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
255,"Ophelia Rodgers",NY,"Hopewell Junction",2016-06-03,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
269,"Terrell Mathis",NY,Selden,2016-06-12,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
287,"Delbert Wilkins",NY,Coram,2016-06-25,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
290,"Marni Bolton",NY,Lancaster,2016-06-28,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
310,"Deloris Larson",CA,Duarte,2016-07-12,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Mireya Copeland"
311,"Shayla Hart",NY,Woodhaven,2016-07-12,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
314,"Janie Herrera",NY,Elmhurst,2016-07-15,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
343,"Iva Wilcox",NY,Kingston,2016-07-31,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
348,"Daina Sampson",TX,Longview,2016-08-02,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Rowlett Bikes","Layla Terrell"
368,"Amina Salazar",NY,Canandaigua,2016-08-14,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
372,"Boyd Irwin",NY,Hamburg,2016-08-16,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
389,"Saturnina Garner",CA,Glendora,2016-08-22,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Genna Serrano"
391,"Elinore Aguilar",TX,"San Angelo",2016-08-23,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Rowlett Bikes","Layla Terrell"
396,"Timothy Byers",NY,Ronkonkoma,2016-08-27,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
402,"Corina Lynch",NY,Rosedale,2016-08-30,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
407,"Keri Bridges",TX,Richardson,2016-09-01,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Rowlett Bikes","Kali Vargas"
415,"Bonita Marshall",NY,Endicott,2016-09-03,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
428,"Bee Baker",NY,Liverpool,2016-09-09,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
429,"Laraine Robbins",TX,"San Angelo",2016-09-10,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Rowlett Bikes","Kali Vargas"
443,"Pandora Estes",NY,"New Hyde Park",2016-09-18,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
450,"Laurence Christian",NY,Jamaica,2016-09-21,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
466,"Ernest Rollins",NY,"Oakland Gardens",2016-09-28,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
515,"Marcel Lindsay",NY,Ossining,2016-10-19,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
516,"Shila White",NY,"Orchard Park",2016-10-21,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
518,"Juliane Dillard",CA,Glendora,2016-10-22,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Mireya Copeland"
521,"Augustus Schmidt",NY,Corona,2016-10-23,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
523,"Rebbecca Espinoza",NY,"Mount Vernon",2016-10-24,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
547,"Aleta Shepard",TX,"Sugar Land",2016-11-09,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Rowlett Bikes","Kali Vargas"
561,"Marjorie Logan",NY,"Franklin Square",2016-11-19,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
567,"Tayna Wade",CA,Bakersfield,2016-11-22,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Mireya Copeland"
568,"Lenita Bonner",CA,"Los Banos",2016-11-23,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Genna Serrano"
590,"Casimira Chapman",NY,Monroe,2016-12-06,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
596,"Aileen Marquez",CA,Torrance,2016-12-08,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Genna Serrano"
602,"Tina Bush",NY,Maspeth,2016-12-09,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
609,"Stefani Gamble",NY,"New City",2016-12-12,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
620,"Collen Hayes",NY,Smithtown,2016-12-22,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
629,"Margaretta Clayton",CA,Ridgecrest,2016-12-26,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Mireya Copeland"
630,"Loyce Conway",NY,"Central Islip",2016-12-26,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
633,"Shantae Hammond",TX,Victoria,2016-12-28,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Rowlett Bikes","Kali Vargas"
664,"Reatha Perez",NY,Holbrook,2017-01-20,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
673,"Bobbie Foster",TX,Desoto,2017-01-26,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Rowlett Bikes","Layla Terrell"
687,"Selene Austin",CA,Duarte,2017-02-02,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Genna Serrano"
691,"Carson Macias",NY,"New Rochelle",2017-02-04,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
693,"Lise Hebert",CA,Vista,2017-02-05,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Genna Serrano"
697,"Alejandro Norman",CA,Upland,2017-02-06,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Mireya Copeland"
711,"Dale Rasmussen",NY,Kingston,2017-02-13,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
777,"Shu Mays",NY,Astoria,2017-03-13,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
799,"Paul Lester",CA,Vista,2017-03-27,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Genna Serrano"
850,"Sanora Webster",CA,"Los Angeles",2017-04-19,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Genna Serrano"
858,"Kam Wilder",NY,Newburgh,2017-04-25,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
875,"Nelle Beck",CA,Upland,2017-05-05,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Genna Serrano"
880,"Mercy Brown",NY,Hollis,2017-05-08,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
883,"Sheree Pena",NY,"Staten Island",2017-05-11,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
909,"Sharla Flynn",CA,Oxnard,2017-05-26,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Mireya Copeland"
939,"Hugh Craft",NY,Centereach,2017-06-11,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
985,"Effie Jenkins",NY,Brentwood,2017-06-30,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
989,"Deandrea Vega",NY,Yonkers,2017-07-02,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
1022,"Tisa Whitney",NY,Monsey,2017-07-23,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
1062,"Shawnna Frank",NY,Woodside,2017-08-15,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
1086,"Lucio Sherman",NY,Smithtown,2017-08-21,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
1112,"Alyse Jacobson",NY,"Massapequa Park",2017-09-05,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
1295,"Melia Brady",NY,Maspeth,2017-12-11,2,2641.98,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
1376,"Kiesha Bond",CA,"San Carlos",2018-02-01,1,1320.99,"Heller Shagamaw Frame - 2016","Mountain Bikes",Heller,"Santa Cruz Bikes","Mireya Copeland"
1367,"Ja Dillard",CA,"Canyon Country",2018-01-27,2,5198.00,"Heller Bloodhound Trail - 2018","Mountain Bikes",Heller,"Santa Cruz Bikes","Genna Serrano"
1577,"Cesar Jackson",NY,Liverpool,2018-04-23,2,5198.00,"Heller Bloodhound Trail - 2018","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
1408,"Katherin Clark",NY,Pittsford,2018-02-26,2,5198.00,"Heller Shagamaw GX1 - 2018","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
1438,"Dortha Jarvis",NY,Oceanside,2018-03-15,1,2599.00,"Heller Shagamaw GX1 - 2018","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
1495,"Lissa Vargas",NY,Oswego,2018-04-05,1,2599.00,"Heller Shagamaw GX1 - 2018","Mountain Bikes",Heller,"Baldwin Bikes","Venita Daniel"
1510,"Emmitt Sanchez",NY,"New York",2018-04-09,1,2599.00,"Heller Shagamaw GX1 - 2018","Mountain Bikes",Heller,"Baldwin Bikes","Marcelene Boyer"
5,"Arla Ellis",NY,Utica,2016-01-03,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
7,"Laureen Paul",NY,Bellmore,2016-01-04,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
13,"Patience Clayton",NY,"Niagara Falls",2016-01-08,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
21,"Neoma Daugherty",NY,"Mount Vernon",2016-01-15,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
30,"Yvone Guerrero",NY,Merrick,2016-01-20,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
34,"Sarai Mckee",NY,Buffalo,2016-01-22,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
40,"Darren Witt",CA,Coachella,2016-01-27,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Genna Serrano"
46,"Eldridge Greer",NY,"Central Islip",2016-01-29,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
59,"Rodney Odom",NY,"Richmond Hill",2016-02-05,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
68,"Kristen Alvarez",NY,Bronx,2016-02-10,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
72,"Cesar Wilkins",CA,"San Diego",2016-02-12,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Mireya Copeland"
78,"Trinidad Chapman",NY,Ronkonkoma,2016-02-16,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
79,"Ellena Clements",CA,"Santa Monica",2016-02-17,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Genna Serrano"
80,"Jeannie Wilcox",NY,"Franklin Square",2016-02-17,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
93,"Cindie Franklin",CA,Lawndale,2016-02-26,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Genna Serrano"
103,"Brigida Larson",CA,"Canyon Country",2016-03-03,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Mireya Copeland"
106,"Valery Saunders",TX,Victoria,2016-03-04,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Rowlett Bikes","Layla Terrell"
120,"Sharie Alvarez",NY,"New York",2016-03-14,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
125,"Laverne Craft",NY,"Forest Hills",2016-03-16,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
127,"Chelsey Boyd",TX,Euless,2016-03-17,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Rowlett Bikes","Kali Vargas"
150,"Reena Higgins",CA,"Canyon Country",2016-03-29,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Mireya Copeland"
151,"Katina Mcintosh",CA,Bakersfield,2016-03-29,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Mireya Copeland"
156,"Sheri Cole",CA,"San Jose",2016-04-03,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Genna Serrano"
183,"Adelle Larsen",NY,"East Northport",2016-04-19,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
198,"Allison Nolan",NY,"New City",2016-05-01,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
201,"Brenda Tate",TX,"San Angelo",2016-05-01,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Rowlett Bikes","Layla Terrell"
202,"Joi Reeves",CA,"San Diego",2016-05-03,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Mireya Copeland"
203,"Henrietta Wagner",TX,"Fort Worth",2016-05-03,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Rowlett Bikes","Layla Terrell"
204,"Danilo Holmes",NY,Hicksville,2016-05-04,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
217,"Sebrina Hart",NY,Coram,2016-05-11,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
234,"Merrie Fowler",NY,Scarsdale,2016-05-22,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
246,"Caren Stephens",NY,Scarsdale,2016-05-30,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
248,"Kimberley Reynolds",NY,"Port Washington",2016-05-30,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
250,"Weldon Michael",NY,Huntington,2016-06-01,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
261,"Pasquale Hogan",CA,Vista,2016-06-08,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Mireya Copeland"
276,"Magali Dixon",NY,Troy,2016-06-18,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
289,"Phyllis Hill",NY,Syosset,2016-06-27,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
311,"Shayla Hart",NY,Woodhaven,2016-07-12,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
316,"Shawnda Glover",NY,Liverpool,2016-07-17,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
324,"Garland Weaver",NY,Amsterdam,2016-07-20,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
329,"Josh Shaw",NY,"Hopewell Junction",2016-07-24,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
331,"Yang Roth",NY,Webster,2016-07-24,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Marcelene Boyer"
357,"Garry Espinoza",TX,Forney,2016-08-05,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Rowlett Bikes","Kali Vargas"
398,"Chasidy Tran",CA,Vista,2016-08-29,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Mireya Copeland"
408,"Shemeka Lyons",CA,Pomona,2016-09-01,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Mireya Copeland"
412,"Carmina Emerson",CA,Banning,2016-09-02,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Genna Serrano"
420,"Petronila Norris",CA,"South El Monte",2016-09-05,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Genna Serrano"
423,"Dewayne Herring",NY,Webster,2016-09-06,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
449,"Justa Thompson",NY,Corona,2016-09-21,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
456,"Alanna Barry",TX,Euless,2016-09-23,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Rowlett Bikes","Layla Terrell"
457,"Kami Rios",CA,Encino,2016-09-24,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Genna Serrano"
467,"Marry Benjamin",TX,Forney,2016-09-28,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Rowlett Bikes","Kali Vargas"
475,"Manie Sanchez",NY,Queensbury,2016-10-01,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
483,"Diana Cobb",CA,Fullerton,2016-10-06,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Mireya Copeland"
510,"Ulysses Gaines",NY,Monsey,2016-10-17,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
514,"Guillermo Hart",NY,"New York",2016-10-19,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
532,"Zelda Pratt",NY,Lancaster,2016-10-29,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
537,"Agatha Daniels",CA,"South El Monte",2016-10-31,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Santa Cruz Bikes","Mireya Copeland"
544,"Chere Hardin",NY,Brooklyn,2016-11-06,1,429.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
546,"Loise Walker",NY,Shirley,2016-11-09,2,858.00,"Pure Cycles Vine 8-Speed - 2016","Cruisers Bicycles","Pure Cycles","Baldwin Bikes","Venita Daniel"
